target name	accession	query name	description of target
PP-binding	PF00550.28	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Phosphopantetheine attachment site               
ADH_zinc_N_2	PF13602.9	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Zinc-binding dehydrogenase                
adh_short	PF00106.28	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	short chain dehydrogenase               
ADH_zinc_N	PF00107.29	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Zinc-binding dehydrogenase                
Thiolase_N	PF00108.26	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Thiolase, N-terminal domain               
Epimerase	PF01370.24	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	NAD dependent epimerase/dehydratase family              
Docking	PF08990.14	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Erythronolide synthase docking domain              
SAT	PF16073.8	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Starter unit:ACP transacylase in aflatoxin biosynthesis            
GDP_Man_Dehyd	PF16363.8	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	GDP-mannose 4,6 dehydratase               
ADH_N	PF08240.15	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Alcohol dehydrogenase GroES-like domain              
Polysacc_synt_2	PF02719.18	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Polysaccharide biosynthesis protein               
3Beta_HSD	PF01073.22	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	3-beta hydroxysteroid dehydrogenase/isomerase family              
ACP_syn_III	PF08545.13	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III              
NAD_binding_4	PF07993.15	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Male sterility protein               
NmrA	PF05368.16	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	NmrA-like family                
GBP_PSP	PF02425.18	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Paralytic/GBP/PSP peptide                
Thiamine_BP	PF01910.20	BGC0000114|c1|39985-52122|+|ABC84460.1|NigAV|ABC84460.1	Thiamine-binding protein                
ketoacyl-synt	PF00109.29	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	Beta-ketoacyl synthase, N-terminal domain              
Acyl_transf_1	PF00698.24	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	Acyl transferase domain               
Ketoacyl-synt_C	PF02801.25	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	Beta-ketoacyl synthase, C-terminal domain              
KR	PF08659.13	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	KR domain                
PKS_DE	PF18369.4	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	Polyketide synthase dimerisation element domain             
KAsynt_C_assoc	PF16197.8	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	Ketoacyl-synthetase C-terminal extension               
PP-binding	PF00550.28	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	Phosphopantetheine attachment site               
Docking	PF08990.14	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	Erythronolide synthase docking domain              
adh_short	PF00106.28	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	short chain dehydrogenase               
Thiolase_N	PF00108.26	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	Thiolase, N-terminal domain               
SAT	PF16073.8	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	Starter unit:ACP transacylase in aflatoxin biosynthesis            
ACP_syn_III	PF08545.13	BGC0000114|c1|52139-57244|+|ABC84461.1|NigAVI|ABC84461.1	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III              
Abhydrolase_1	PF00561.23	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	alpha/beta hydrolase fold               
Abhydrolase_6	PF12697.10	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Alpha/beta hydrolase family               
Hydrolase_4	PF12146.11	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Serine aminopeptidase, S33               
DUF5010	PF16402.8	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Domain of unknown function (DUF5010)             
Peptidase_S15	PF02129.21	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	X-Pro dipeptidyl-peptidase (S15 family)              
Peptidase_S9	PF00326.24	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Prolyl oligopeptidase family               
Chlorophyllase2	PF12740.10	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Chlorophyllase enzyme                
BD-FAE	PF20434.1	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	BD-FAE                 
Abhydrolase_3	PF07859.16	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	alpha/beta hydrolase fold               
FrsA-like	PF06500.14	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Esterase FrsA-like                
Esterase	PF00756.23	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Putative esterase                
Thioesterase	PF00975.23	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Thioesterase domain                
Ndr	PF03096.17	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Ndr family                
Abhydrolase_5	PF12695.10	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Alpha/beta hydrolase family               
Abhydrolase_11	PF20408.1	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Alpha/beta hydrolase domain               
PGAP1	PF07819.16	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	PGAP1-like protein                
PAF-AH_p_II	PF03403.16	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Platelet-activating factor acetylhydrolase, isoform II             
F420_ligase	PF01996.19	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	F420-0:Gamma-glutamyl ligase                
AXE1	PF05448.15	BGC0000114|c1|57331-58197|-|ABC84462.1|NigCII|ABC84462.1	Acetyl xylan esterase (AXE1)              
p450	PF00067.25	BGC0000114|c1|58370-59629|+|ABC84463.1|NigD|ABC84463.1	Cytochrome P450                
DNA_meth_N	PF18284.4	BGC0000114|c1|58370-59629|+|ABC84463.1|NigD|ABC84463.1	DNA methylase N-terminal domain              
PP-binding	PF00550.28	BGC0000114|c1|59705-60043|-|ABC84464.1|NigAXI|ABC84464.1	Phosphopantetheine attachment site               
ketoacyl-synt	PF00109.29	BGC0000114|c1|60152-64051|-|ABC84465.1|NigAX|ABC84465.1	Beta-ketoacyl synthase, N-terminal domain              
Ketoacyl-synt_C	PF02801.25	BGC0000114|c1|60152-64051|-|ABC84465.1|NigAX|ABC84465.1	Beta-ketoacyl synthase, C-terminal domain              
KR	PF08659.13	BGC0000114|c1|60152-64051|-|ABC84465.1|NigAX|ABC84465.1	KR domain                
KAsynt_C_assoc	PF16197.8	BGC0000114|c1|60152-64051|-|ABC84465.1|NigAX|ABC84465.1	Ketoacyl-synthetase C-terminal extension               
PKS_DE	PF18369.4	BGC0000114|c1|60152-64051|-|ABC84465.1|NigAX|ABC84465.1	Polyketide synthase dimerisation element domain             
Docking	PF08990.14	BGC0000114|c1|60152-64051|-|ABC84465.1|NigAX|ABC84465.1	Erythronolide synthase docking domain              
adh_short	PF00106.28	BGC0000114|c1|60152-64051|-|ABC84465.1|NigAX|ABC84465.1	short chain dehydrogenase               
Acyl_transf_1	PF00698.24	BGC0000114|c1|60152-64051|-|ABC84465.1|NigAX|ABC84465.1	Acyl transferase domain               
Thiolase_N	PF00108.26	BGC0000114|c1|60152-64051|-|ABC84465.1|NigAX|ABC84465.1	Thiolase, N-terminal domain               
ACP_syn_III	PF08545.13	BGC0000114|c1|60152-64051|-|ABC84465.1|NigAX|ABC84465.1	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III              
FAD_binding_2	PF00890.27	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	FAD binding domain               
FAD_oxidored	PF12831.10	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	FAD dependent oxidoreductase               
Trp_halogenase	PF04820.17	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	Tryptophan halogenase                
FAD_binding_3	PF01494.22	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	FAD binding domain               
DAO	PF01266.27	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	FAD dependent oxidoreductase               
Pyr_redox_2	PF07992.17	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	Pyridine nucleotide-disulphide oxidoreductase               
Pyr_redox	PF00070.30	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	Pyridine nucleotide-disulphide oxidoreductase               
NAD_binding_8	PF13450.9	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	NAD(P)-binding Rossmann-like domain               
HI0933_like	PF03486.17	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	HI0933-like protein                
Glu_dehyd_C	PF16912.8	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	Glucose dehydrogenase C-terminus               
SE	PF08491.13	BGC0000114|c1|64048-65478|-|ABC84466.1|NigCI|ABC84466.1	Squalene epoxidase                
SnoaL_2	PF12680.10	BGC0000114|c1|65513-65980|-|ABC84467.1|NigBIII|ABC84467.1	SnoaL-like domain                
NTF2	PF02136.23	BGC0000114|c1|65513-65980|-|ABC84467.1|NigBIII|ABC84467.1	Nuclear transport factor 2 (NTF2) domain            
SnoaL	PF07366.15	BGC0000114|c1|65513-65980|-|ABC84467.1|NigBIII|ABC84467.1	SnoaL-like polyketide cyclase               
SnoaL_4	PF13577.9	BGC0000114|c1|65513-65980|-|ABC84467.1|NigBIII|ABC84467.1	SnoaL-like domain                
DUF4440	PF14534.9	BGC0000114|c1|65513-65980|-|ABC84467.1|NigBIII|ABC84467.1	Domain of unknown function (DUF4440)             
SnoaL_3	PF13474.9	BGC0000114|c1|65513-65980|-|ABC84467.1|NigBIII|ABC84467.1	SnoaL-like domain                
SnoaL_2	PF12680.10	BGC0000114|c1|66016-66453|-|ABC84468.1|NigBI|ABC84468.1	SnoaL-like domain                
NTF2	PF02136.23	BGC0000114|c1|66016-66453|-|ABC84468.1|NigBI|ABC84468.1	Nuclear transport factor 2 (NTF2) domain            
SnoaL	PF07366.15	BGC0000114|c1|66016-66453|-|ABC84468.1|NigBI|ABC84468.1	SnoaL-like polyketide cyclase               
SnoaL_4	PF13577.9	BGC0000114|c1|66016-66453|-|ABC84468.1|NigBI|ABC84468.1	SnoaL-like domain                
DUF4440	PF14534.9	BGC0000114|c1|66016-66453|-|ABC84468.1|NigBI|ABC84468.1	Domain of unknown function (DUF4440)             
ketoacyl-synt	PF00109.29	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	Beta-ketoacyl synthase, N-terminal domain              
Acyl_transf_1	PF00698.24	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	Acyl transferase domain               
KR	PF08659.13	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	KR domain                
PS-DH	PF14765.9	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	Polyketide synthase dehydratase               
Ketoacyl-synt_C	PF02801.25	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	Beta-ketoacyl synthase, C-terminal domain              
KAsynt_C_assoc	PF16197.8	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	Ketoacyl-synthetase C-terminal extension               
adh_short	PF00106.28	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	short chain dehydrogenase               
PP-binding	PF00550.28	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	Phosphopantetheine attachment site               
Docking	PF08990.14	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	Erythronolide synthase docking domain              
Thiolase_N	PF00108.26	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	Thiolase, N-terminal domain               
SAT	PF16073.8	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	Starter unit:ACP transacylase in aflatoxin biosynthesis            
Epimerase	PF01370.24	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	NAD dependent epimerase/dehydratase family              
DUF3145	PF11343.11	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	Protein of unknown function (DUF3145)             
GDP_Man_Dehyd	PF16363.8	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	GDP-mannose 4,6 dehydratase               
NAD_binding_10	PF13460.9	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	NAD(P)H-binding                 
NmrA	PF05368.16	BGC0000114|c1|66450-72278|-|ABC84469.1|NigAIX|ABC84469.1	NmrA-like family                
ketoacyl-synt	PF00109.29	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Beta-ketoacyl synthase, N-terminal domain              
Acyl_transf_1	PF00698.24	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Acyl transferase domain               
KR	PF08659.13	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	KR domain                
PS-DH	PF14765.9	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Polyketide synthase dehydratase               
Ketoacyl-synt_C	PF02801.25	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Beta-ketoacyl synthase, C-terminal domain              
ADH_zinc_N_2	PF13602.9	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Zinc-binding dehydrogenase                
PP-binding	PF00550.28	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Phosphopantetheine attachment site               
KAsynt_C_assoc	PF16197.8	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Ketoacyl-synthetase C-terminal extension               
ADH_zinc_N	PF00107.29	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Zinc-binding dehydrogenase                
adh_short	PF00106.28	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	short chain dehydrogenase               
Docking	PF08990.14	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Erythronolide synthase docking domain              
Thiolase_N	PF00108.26	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Thiolase, N-terminal domain               
ADH_N	PF08240.15	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Alcohol dehydrogenase GroES-like domain              
Epimerase	PF01370.24	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	NAD dependent epimerase/dehydratase family              
SAT	PF16073.8	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Starter unit:ACP transacylase in aflatoxin biosynthesis            
Polysacc_synt_2	PF02719.18	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	Polysaccharide biosynthesis protein               
GDP_Man_Dehyd	PF16363.8	BGC0000114|c1|72327-78947|-|ABC84470.1|NIGAVIII|ABC84470.1	GDP-mannose 4,6 dehydratase               
ketoacyl-synt	PF00109.29	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Beta-ketoacyl synthase, N-terminal domain              
Acyl_transf_1	PF00698.24	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Acyl transferase domain               
KR	PF08659.13	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	KR domain                
Ketoacyl-synt_C	PF02801.25	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Beta-ketoacyl synthase, C-terminal domain              
KAsynt_C_assoc	PF16197.8	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Ketoacyl-synthetase C-terminal extension               
PP-binding	PF00550.28	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Phosphopantetheine attachment site               
PKS_DE	PF18369.4	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Polyketide synthase dimerisation element domain             
adh_short	PF00106.28	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	short chain dehydrogenase               
Thiolase_N	PF00108.26	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Thiolase, N-terminal domain               
Epimerase	PF01370.24	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	NAD dependent epimerase/dehydratase family              
GDP_Man_Dehyd	PF16363.8	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	GDP-mannose 4,6 dehydratase               
Polysacc_synt_2	PF02719.18	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Polysaccharide biosynthesis protein               
Docking	PF08990.14	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Erythronolide synthase docking domain              
NmrA	PF05368.16	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	NmrA-like family                
ACP_syn_III	PF08545.13	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III              
RmlD_sub_bind	PF04321.20	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	RmlD substrate binding domain              
SAT	PF16073.8	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Starter unit:ACP transacylase in aflatoxin biosynthesis            
NAD_binding_4	PF07993.15	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Male sterility protein               
YAcAr	PF10686.12	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	YspA, cpYpsA-related SLOG family              
NAD_binding_10	PF13460.9	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	NAD(P)H-binding                 
PAC4	PF16093.8	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Proteasome assembly chaperone 4              
DUF2939	PF11159.11	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Protein of unknown function (DUF2939)             
GBP_PSP	PF02425.18	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	Paralytic/GBP/PSP peptide                
ThiF	PF00899.24	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	ThiF family                
ARL17	PF15840.8	BGC0000114|c1|78995-93358|-|ABC84471.1|NigAVII|ABC84471.1	ADP-ribosylation factor-like protein 17              
DUF1579	PF07617.14	BGC0000114|c1|93400-93948|-|ABC84472.1|unknown|ABC84472.1	Protein of unknown function (DUF1579)             
DEAD	PF00270.32	BGC0000118|c1|1-1882|+|BAF92582.1|ATP-dependent_RNA_helicase|BAF92582.1	DEAD/DEAH box helicase               
Helicase_C	PF00271.34	BGC0000118|c1|1-1882|+|BAF92582.1|ATP-dependent_RNA_helicase|BAF92582.1	Helicase conserved C-terminal domain              
DUF4140	PF13600.9	BGC0000118|c1|1-1882|+|BAF92582.1|ATP-dependent_RNA_helicase|BAF92582.1	N-terminal domain of unknown function (DUF4140)            
T3SSipB	PF16535.8	BGC0000118|c1|1-1882|+|BAF92582.1|ATP-dependent_RNA_helicase|BAF92582.1	Type III cell invasion protein SipB            
Atg11_middle	PF19697.2	BGC0000118|c1|1-1882|+|BAF92582.1|ATP-dependent_RNA_helicase|BAF92582.1	Atg11 middle domain               
Takusan	PF04822.16	BGC0000118|c1|1-1882|+|BAF92582.1|ATP-dependent_RNA_helicase|BAF92582.1	Takusan                 
EMP24_GP25L	PF01105.27	BGC0000118|c1|1-1882|+|BAF92582.1|ATP-dependent_RNA_helicase|BAF92582.1	emp24/gp25L/p24 family/GOLD                
Spc24	PF08286.14	BGC0000118|c1|1-1882|+|BAF92582.1|ATP-dependent_RNA_helicase|BAF92582.1	Spc24 subunit of Ndc80              
DivIC	PF04977.18	BGC0000118|c1|1-1882|+|BAF92582.1|ATP-dependent_RNA_helicase|BAF92582.1	Septum formation initiator               
p450	PF00067.25	BGC0000118|c1|3807-5000|-|BAF92583.1|cytochrome_P450_monooxygenase|BAF92583.1	Cytochrome P450                
GSHPx	PF00255.22	BGC0000118|c1|5054-5542|-|BAF92584.1|glutathione_peroxidase|BAF92584.1	Glutathione peroxidase                
Redoxin	PF08534.13	BGC0000118|c1|5054-5542|-|BAF92584.1|glutathione_peroxidase|BAF92584.1	Redoxin                 
AhpC-TSA	PF00578.24	BGC0000118|c1|5054-5542|-|BAF92584.1|glutathione_peroxidase|BAF92584.1	AhpC/TSA family                
DegT_DnrJ_EryC1	PF01041.20	BGC0000118|c1|5759-6934|-|BAF92585.1|aminotransferase|BAF92585.1	DegT/DnrJ/EryC1/StrS aminotransferase family               
Aminotran_5	PF00266.22	BGC0000118|c1|5759-6934|-|BAF92585.1|aminotransferase|BAF92585.1	Aminotransferase class-V                
Cys_Met_Meta_PP	PF01053.23	BGC0000118|c1|5759-6934|-|BAF92585.1|aminotransferase|BAF92585.1	Cys/Met metabolism PLP-dependent enzyme              
Aminotran_1_2	PF00155.24	BGC0000118|c1|5759-6934|-|BAF92585.1|aminotransferase|BAF92585.1	Aminotransferase class I and II             
Beta_elim_lyase	PF01212.24	BGC0000118|c1|5759-6934|-|BAF92585.1|aminotransferase|BAF92585.1	Beta-eliminating lyase                
